date,ticker,model,actual,predicted,pred_lower,pred_upper,mae,rmse,mape,directional_accuracy,interval_coverage
2023-02-01,AAPL,lstm,145.42999267578125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-02,AAPL,lstm,150.82000732421875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-03,AAPL,lstm,154.5,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-06,AAPL,lstm,151.72999572753906,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-07,AAPL,lstm,154.64999389648438,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-08,AAPL,lstm,151.9199981689453,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-09,AAPL,lstm,150.8699951171875,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-10,AAPL,lstm,151.00999450683594,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-13,AAPL,lstm,153.85000610351562,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-14,AAPL,lstm,153.1999969482422,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-15,AAPL,lstm,155.3300018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-16,AAPL,lstm,153.7100067138672,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-17,AAPL,lstm,152.5500030517578,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-21,AAPL,lstm,148.47999572753906,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-22,AAPL,lstm,148.91000366210938,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-23,AAPL,lstm,149.39999389648438,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-24,AAPL,lstm,146.7100067138672,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-27,AAPL,lstm,147.9199981689453,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-02-28,AAPL,lstm,147.41000366210938,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-01,AAPL,lstm,145.30999755859375,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-02,AAPL,lstm,145.91000366210938,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-03,AAPL,lstm,151.02999877929688,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-06,AAPL,lstm,153.8300018310547,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-07,AAPL,lstm,151.60000610351562,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-08,AAPL,lstm,152.8699951171875,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-09,AAPL,lstm,150.58999633789062,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-10,AAPL,lstm,148.5,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-13,AAPL,lstm,150.47000122070312,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-14,AAPL,lstm,152.58999633789062,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-15,AAPL,lstm,152.99000549316406,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-16,AAPL,lstm,155.85000610351562,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-17,AAPL,lstm,155.0,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-20,AAPL,lstm,157.39999389648438,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-21,AAPL,lstm,159.27999877929688,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-22,AAPL,lstm,157.8300018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-23,AAPL,lstm,158.92999267578125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-24,AAPL,lstm,160.25,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-27,AAPL,lstm,158.27999877929688,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-28,AAPL,lstm,157.64999389648438,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-29,AAPL,lstm,160.77000427246094,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-30,AAPL,lstm,162.36000061035156,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-03-31,AAPL,lstm,164.89999389648438,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-03,AAPL,lstm,166.1699981689453,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-04,AAPL,lstm,165.6300048828125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-05,AAPL,lstm,163.75999450683594,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-06,AAPL,lstm,164.66000366210938,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-10,AAPL,lstm,162.02999877929688,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-11,AAPL,lstm,160.8000030517578,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-12,AAPL,lstm,160.10000610351562,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-13,AAPL,lstm,165.55999755859375,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-14,AAPL,lstm,165.2100067138672,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-17,AAPL,lstm,165.22999572753906,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-18,AAPL,lstm,166.47000122070312,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-19,AAPL,lstm,167.6300048828125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-20,AAPL,lstm,166.64999389648438,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-21,AAPL,lstm,165.02000427246094,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-24,AAPL,lstm,165.3300018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-25,AAPL,lstm,163.77000427246094,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-26,AAPL,lstm,163.75999450683594,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-27,AAPL,lstm,168.41000366210938,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-04-28,AAPL,lstm,169.67999267578125,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-01,AAPL,lstm,169.58999633789062,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-02,AAPL,lstm,168.5399932861328,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-03,AAPL,lstm,167.4499969482422,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-04,AAPL,lstm,165.7899932861328,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-05,AAPL,lstm,173.57000732421875,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-08,AAPL,lstm,173.5,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-09,AAPL,lstm,171.77000427246094,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-10,AAPL,lstm,173.55999755859375,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-11,AAPL,lstm,173.75,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-12,AAPL,lstm,172.57000732421875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-15,AAPL,lstm,172.07000732421875,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-16,AAPL,lstm,172.07000732421875,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-17,AAPL,lstm,172.69000244140625,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-18,AAPL,lstm,175.0500030517578,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-19,AAPL,lstm,175.16000366210938,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-22,AAPL,lstm,174.1999969482422,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-23,AAPL,lstm,171.55999755859375,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-24,AAPL,lstm,171.83999633789062,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-25,AAPL,lstm,172.99000549316406,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-26,AAPL,lstm,175.42999267578125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-30,AAPL,lstm,177.3000030517578,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-05-31,AAPL,lstm,177.25,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-01,AAPL,lstm,180.08999633789062,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-02,AAPL,lstm,180.9499969482422,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-05,AAPL,lstm,179.5800018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-06,AAPL,lstm,179.2100067138672,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-07,AAPL,lstm,177.82000732421875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-08,AAPL,lstm,180.57000732421875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-09,AAPL,lstm,180.9600067138672,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-12,AAPL,lstm,183.7899932861328,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-13,AAPL,lstm,183.30999755859375,45.6668701171875,-81.45626068115234,172.79000854492188,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-14,AAPL,lstm,183.9499969482422,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-15,AAPL,lstm,186.0099945068359,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-16,AAPL,lstm,184.9199981689453,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-20,AAPL,lstm,185.0099945068359,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-21,AAPL,lstm,183.9600067138672,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-22,AAPL,lstm,187.0,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-23,AAPL,lstm,186.67999267578125,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-26,AAPL,lstm,185.27000427246097,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-27,AAPL,lstm,188.05999755859375,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-28,AAPL,lstm,189.25,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-29,AAPL,lstm,189.58999633789065,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-06-30,AAPL,lstm,193.97000122070312,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-03,AAPL,lstm,192.4600067138672,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-05,AAPL,lstm,191.3300018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-06,AAPL,lstm,191.80999755859375,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-07,AAPL,lstm,190.67999267578125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-10,AAPL,lstm,188.61000061035156,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-11,AAPL,lstm,188.0800018310547,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-12,AAPL,lstm,189.77000427246097,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-13,AAPL,lstm,190.5399932861328,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-14,AAPL,lstm,190.69000244140625,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-17,AAPL,lstm,193.9900054931641,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-18,AAPL,lstm,193.72999572753903,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-19,AAPL,lstm,195.1000061035156,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-20,AAPL,lstm,193.1300048828125,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-21,AAPL,lstm,191.94000244140625,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-24,AAPL,lstm,192.75,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-25,AAPL,lstm,193.6199951171875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-26,AAPL,lstm,194.5,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-27,AAPL,lstm,193.22000122070312,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-28,AAPL,lstm,195.8300018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-07-31,AAPL,lstm,196.4499969482422,45.666866302490234,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-01,AAPL,lstm,195.61000061035156,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-02,AAPL,lstm,192.5800018310547,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-03,AAPL,lstm,191.1699981689453,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-04,AAPL,lstm,181.9900054931641,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-07,AAPL,lstm,178.85000610351562,45.666839599609375,-81.45629119873047,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-08,AAPL,lstm,179.8000030517578,45.66685104370117,-81.45628356933594,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-09,AAPL,lstm,178.19000244140625,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-10,AAPL,lstm,177.97000122070312,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-11,AAPL,lstm,177.7899932861328,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-14,AAPL,lstm,179.4600067138672,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-15,AAPL,lstm,177.4499969482422,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-16,AAPL,lstm,176.57000732421875,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-17,AAPL,lstm,174.0,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-18,AAPL,lstm,174.49000549316406,45.66685485839844,-81.4562759399414,172.78997802734375,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-21,AAPL,lstm,175.83999633789062,45.6668586730957,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
2023-08-22,AAPL,lstm,177.22999572753906,45.66686248779297,-81.45626831054688,172.7899932861328,126.88213841247558,128.05570009134263,0.7324017954531838,0.2891566265060241,0.408
